image_path,label,label_encoded
resized_images\img_71.jpg,Pomegranate_Good,11
resized_images\img_72.jpg,Pomegranate_Good,11
resized_images\img_73.jpg,Pomegranate_Good,11
resized_images\img_74.jpg,Pomegranate_Good,11
resized_images\img_75.jpg,Pomegranate_Good,11
resized_images\img_76.jpg,Pomegranate_Good,11
resized_images\img_77.jpg,Pomegranate_Good,11
resized_images\img_78.jpg,Pomegranate_Good,11
resized_images\img_79.jpg,Pomegranate_Good,11
resized_images\img_80.jpg,Pomegranate_Good,11
resized_images\img_81.jpg,Pomegranate_Good,11
resized_images\img_82.jpg,Pomegranate_Good,11
resized_images\img_83.jpg,Pomegranate_Good,11
resized_images\img_84.jpg,Pomegranate_Good,11
resized_images\img_85.jpg,Pomegranate_Good,11
resized_images\img_86.jpg,Pomegranate_Good,11
resized_images\img_87.jpg,Pomegranate_Good,11
resized_images\img_88.jpg,Pomegranate_Good,11
resized_images\img_89.jpg,Pomegranate_Good,11
resized_images\img_90.jpg,Pomegranate_Good,11
resized_images\img_91.jpg,Pomegranate_Good,11
resized_images\img_92.jpg,Pomegranate_Good,11
resized_images\img_93.jpg,Pomegranate_Good,11
resized_images\img_94.jpg,Pomegranate_Good,11
resized_images\img_95.jpg,Pomegranate_Good,11
resized_images\img_96.jpg,Pomegranate_Good,11
resized_images\img_97.jpg,Pomegranate_Good,11
resized_images\img_98.jpg,Pomegranate_Good,11
resized_images\img_99.jpg,Pomegranate_Good,11
resized_images\img_100.jpg,Pomegranate_Good,11
resized_images\img_101.jpg,Pomegranate_Good,11
resized_images\img_102.jpg,Pomegranate_Good,11
resized_images\img_103.jpg,Pomegranate_Good,11
resized_images\img_104.jpg,Pomegranate_Good,11
resized_images\img_105.jpg,Pomegranate_Good,11
resized_images\img_106.jpg,Pomegranate_Good,11
resized_images\img_107.jpg,Pomegranate_Good,11
resized_images\img_108.jpg,Pomegranate_Good,11
resized_images\img_109.jpg,Pomegranate_Good,11
resized_images\img_110.jpg,Pomegranate_Good,11
resized_images\img_111.jpg,Pomegranate_Good,11
resized_images\img_112.jpg,Pomegranate_Good,11
resized_images\img_113.jpg,Pomegranate_Good,11
resized_images\img_114.jpg,Pomegranate_Good,11
resized_images\img_115.jpg,Pomegranate_Good,11
resized_images\img_116.jpg,Pomegranate_Good,11
resized_images\img_117.jpg,Pomegranate_Good,11
resized_images\img_118.jpg,Pomegranate_Good,11
resized_images\img_119.jpg,Pomegranate_Good,11
resized_images\img_120.jpg,Pomegranate_Good,11
resized_images\img_121.jpg,Pomegranate_Good,11
resized_images\img_122.jpg,Pomegranate_Good,11
resized_images\img_123.jpg,Pomegranate_Good,11
resized_images\img_124.jpg,Pomegranate_Good,11
resized_images\img_125.jpg,Pomegranate_Good,11
resized_images\img_126.jpg,Pomegranate_Good,11
resized_images\img_127.jpg,Pomegranate_Good,11
resized_images\img_128.jpg,Pomegranate_Good,11
resized_images\img_129.jpg,Pomegranate_Good,11
resized_images\img_130.jpg,Pomegranate_Good,11
resized_images\img_131.jpg,Pomegranate_Good,11
resized_images\img_132.jpg,Pomegranate_Good,11
resized_images\img_133.jpg,Pomegranate_Good,11
resized_images\img_134.jpg,Pomegranate_Good,11
resized_images\img_135.jpg,Pomegranate_Good,11
resized_images\img_136.jpg,Pomegranate_Good,11
resized_images\img_137.jpg,Pomegranate_Good,11
resized_images\img_138.jpg,Pomegranate_Good,11
resized_images\img_139.jpg,Pomegranate_Good,11
resized_images\img_140.jpg,Pomegranate_Good,11
resized_images\img_141.jpg,Pomegranate_Good,11
resized_images\img_142.jpg,Pomegranate_Good,11
resized_images\img_143.jpg,Pomegranate_Good,11
resized_images\img_144.jpg,Pomegranate_Good,11
resized_images\img_145.jpg,Pomegranate_Good,11
resized_images\img_146.jpg,Pomegranate_Good,11
resized_images\img_147.jpg,Pomegranate_Good,11
resized_images\img_148.jpg,Pomegranate_Good,11
resized_images\img_149.jpg,Pomegranate_Good,11
resized_images\img_150.jpg,Pomegranate_Good,11
resized_images\img_151.jpg,Pomegranate_Good,11
resized_images\img_152.jpg,Pomegranate_Good,11
resized_images\img_153.jpg,Pomegranate_Good,11
resized_images\img_154.jpg,Pomegranate_Good,11
resized_images\img_155.jpg,Pomegranate_Good,11
resized_images\img_156.jpg,Pomegranate_Good,11
resized_images\img_157.jpg,Pomegranate_Good,11
resized_images\img_158.jpg,Pomegranate_Good,11
resized_images\img_159.jpg,Pomegranate_Good,11
resized_images\img_160.jpg,Pomegranate_Good,11
resized_images\img_161.jpg,Pomegranate_Good,11
resized_images\img_162.jpg,Pomegranate_Good,11
resized_images\img_163.jpg,Pomegranate_Good,11
resized_images\img_164.jpg,Pomegranate_Good,11
resized_images\img_165.jpg,Pomegranate_Good,11
resized_images\img_166.jpg,Pomegranate_Good,11
resized_images\img_167.jpg,Pomegranate_Good,11
resized_images\img_168.jpg,Pomegranate_Good,11
resized_images\img_169.jpg,Pomegranate_Good,11
resized_images\img_170.jpg,Pomegranate_Good,11
resized_images\img_171.jpg,Pomegranate_Good,11
resized_images\img_172.jpg,Pomegranate_Good,11
resized_images\img_173.jpg,Pomegranate_Good,11
resized_images\img_174.jpg,Pomegranate_Good,11
resized_images\img_175.jpg,Pomegranate_Good,11
resized_images\img_176.jpg,Pomegranate_Good,11
resized_images\img_177.jpg,Pomegranate_Good,11
resized_images\img_178.jpg,Pomegranate_Good,11
resized_images\img_179.jpg,Pomegranate_Good,11
resized_images\img_180.jpg,Pomegranate_Good,11
resized_images\img_181.jpg,Pomegranate_Good,11
resized_images\img_182.jpg,Pomegranate_Good,11
resized_images\img_183.jpg,Pomegranate_Good,11
resized_images\img_184.jpg,Pomegranate_Good,11
resized_images\img_185.jpg,Pomegranate_Good,11
resized_images\img_186.jpg,Pomegranate_Good,11
resized_images\img_187.jpg,Pomegranate_Good,11
resized_images\img_188.jpg,Pomegranate_Good,11
resized_images\img_189.jpg,Pomegranate_Good,11
resized_images\img_190.jpg,Pomegranate_Good,11
resized_images\img_191.jpg,Pomegranate_Good,11
resized_images\img_192.jpg,Pomegranate_Good,11
resized_images\img_193.jpg,Pomegranate_Good,11
resized_images\img_194.jpg,Pomegranate_Good,11
resized_images\img_195.jpg,Pomegranate_Good,11
resized_images\img_196.jpg,Pomegranate_Good,11
resized_images\img_197.jpg,Pomegranate_Good,11
resized_images\img_198.jpg,Pomegranate_Good,11
resized_images\img_199.jpg,Pomegranate_Good,11
resized_images\img_200.jpg,Pomegranate_Good,11
resized_images\img_201.jpg,Pomegranate_Good,11
resized_images\img_202.jpg,Pomegranate_Good,11
resized_images\img_203.jpg,Pomegranate_Good,11
resized_images\img_204.jpg,Pomegranate_Good,11
resized_images\img_205.jpg,Pomegranate_Good,11
resized_images\img_206.jpg,Pomegranate_Good,11
resized_images\img_207.jpg,Pomegranate_Good,11
resized_images\img_208.jpg,Pomegranate_Good,11
resized_images\img_209.jpg,Pomegranate_Good,11
resized_images\img_210.jpg,Pomegranate_Good,11
resized_images\img_211.jpg,Pomegranate_Good,11
resized_images\img_212.jpg,Pomegranate_Good,11
resized_images\img_213.jpg,Pomegranate_Good,11
resized_images\img_214.jpg,Pomegranate_Good,11
resized_images\img_215.jpg,Pomegranate_Good,11
resized_images\img_216.jpg,Pomegranate_Good,11
resized_images\img_217.jpg,Pomegranate_Good,11
resized_images\img_218.jpg,Pomegranate_Good,11
resized_images\img_219.jpg,Pomegranate_Good,11
resized_images\img_220.jpg,Pomegranate_Good,11
resized_images\img_221.jpg,Pomegranate_Good,11
resized_images\img_222.jpg,Pomegranate_Good,11
resized_images\img_223.jpg,Pomegranate_Good,11
resized_images\img_224.jpg,Pomegranate_Good,11
resized_images\img_225.jpg,Pomegranate_Good,11
resized_images\img_226.jpg,Pomegranate_Good,11
resized_images\img_227.jpg,Pomegranate_Good,11
resized_images\img_228.jpg,Pomegranate_Good,11
resized_images\img_229.jpg,Pomegranate_Good,11
resized_images\img_230.jpg,Pomegranate_Good,11
resized_images\img_231.jpg,Pomegranate_Good,11
resized_images\img_232.jpg,Pomegranate_Good,11
resized_images\img_233.jpg,Pomegranate_Good,11
resized_images\img_234.jpg,Pomegranate_Good,11
resized_images\img_235.jpg,Pomegranate_Good,11
resized_images\img_236.jpg,Pomegranate_Good,11
resized_images\img_237.jpg,Pomegranate_Good,11
resized_images\img_238.jpg,Pomegranate_Good,11
resized_images\img_239.jpg,Pomegranate_Good,11
resized_images\img_240.jpg,Pomegranate_Good,11
resized_images\img_241.jpg,Pomegranate_Good,11
resized_images\img_242.jpg,Pomegranate_Good,11
resized_images\img_243.jpg,Pomegranate_Good,11
resized_images\img_244.jpg,Pomegranate_Good,11
resized_images\img_245.jpg,Pomegranate_Good,11
resized_images\img_246.jpg,Pomegranate_Good,11
resized_images\img_247.jpg,Pomegranate_Good,11
resized_images\img_248.jpg,Pomegranate_Good,11
resized_images\img_249.jpg,Pomegranate_Good,11
resized_images\img_250.jpg,Pomegranate_Good,11
resized_images\img_251.jpg,Pomegranate_Good,11
resized_images\img_252.jpg,Pomegranate_Good,11
resized_images\img_253.jpg,Pomegranate_Good,11
resized_images\img_254.jpg,Pomegranate_Good,11
resized_images\img_255.jpg,Pomegranate_Good,11
resized_images\img_256.jpg,Pomegranate_Good,11
resized_images\img_257.jpg,Pomegranate_Good,11
resized_images\img_258.jpg,Pomegranate_Good,11
resized_images\img_259.jpg,Pomegranate_Good,11
resized_images\img_260.jpg,Pomegranate_Good,11
resized_images\img_261.jpg,Pomegranate_Good,11
resized_images\img_262.jpg,Pomegranate_Good,11
resized_images\img_263.jpg,Pomegranate_Good,11
resized_images\img_264.jpg,Pomegranate_Good,11
resized_images\img_265.jpg,Pomegranate_Good,11
resized_images\img_266.jpg,Pomegranate_Good,11
resized_images\img_267.jpg,Pomegranate_Good,11
resized_images\img_268.jpg,Pomegranate_Good,11
resized_images\img_269.jpg,Pomegranate_Good,11
resized_images\img_270.jpg,Pomegranate_Good,11
resized_images\img_271.jpg,Pomegranate_Good,11
resized_images\img_272.jpg,Pomegranate_Good,11
resized_images\img_273.jpg,Pomegranate_Good,11
resized_images\img_274.jpg,Pomegranate_Good,11
resized_images\img_275.jpg,Pomegranate_Good,11
resized_images\img_276.jpg,Pomegranate_Good,11
resized_images\img_277.jpg,Pomegranate_Good,11
resized_images\img_278.jpg,Pomegranate_Good,11
resized_images\img_279.jpg,Pomegranate_Good,11
resized_images\img_280.jpg,Pomegranate_Good,11
resized_images\img_281.jpg,Pomegranate_Good,11
resized_images\img_282.jpg,Pomegranate_Good,11
resized_images\img_283.jpg,Pomegranate_Good,11
resized_images\img_284.jpg,Pomegranate_Good,11
resized_images\img_285.jpg,Pomegranate_Good,11
resized_images\img_286.jpg,Pomegranate_Good,11
resized_images\img_287.jpg,Pomegranate_Good,11
resized_images\img_288.jpg,Pomegranate_Good,11
resized_images\img_289.jpg,Pomegranate_Good,11
resized_images\img_290.jpg,Pomegranate_Good,11
resized_images\img_291.jpg,Pomegranate_Good,11
resized_images\img_292.jpg,Pomegranate_Good,11
resized_images\img_293.jpg,Pomegranate_Good,11
resized_images\img_294.jpg,Pomegranate_Good,11
resized_images\img_295.jpg,Pomegranate_Good,11
resized_images\img_296.jpg,Pomegranate_Good,11
resized_images\img_297.jpg,Pomegranate_Good,11
resized_images\img_298.jpg,Pomegranate_Good,11
resized_images\img_299.jpg,Pomegranate_Good,11
resized_images\img_300.jpg,Pomegranate_Good,11
resized_images\img_301.jpg,Pomegranate_Good,11
resized_images\img_302.jpg,Pomegranate_Good,11
resized_images\img_303.jpg,Pomegranate_Good,11
resized_images\img_304.jpg,Pomegranate_Good,11
resized_images\img_305.jpg,Pomegranate_Good,11
resized_images\img_306.jpg,Pomegranate_Good,11
resized_images\img_307.jpg,Pomegranate_Good,11
resized_images\img_308.jpg,Pomegranate_Good,11
resized_images\img_309.jpg,Pomegranate_Good,11
resized_images\img_310.jpg,Pomegranate_Good,11
resized_images\img_311.jpg,Pomegranate_Good,11
resized_images\img_312.jpg,Pomegranate_Good,11
resized_images\img_313.jpg,Pomegranate_Good,11
resized_images\img_314.jpg,Pomegranate_Good,11
resized_images\img_315.jpg,Pomegranate_Good,11
resized_images\img_316.jpg,Pomegranate_Good,11
resized_images\img_317.jpg,Pomegranate_Good,11
resized_images\img_318.jpg,Pomegranate_Good,11
resized_images\img_319.jpg,Pomegranate_Good,11
resized_images\img_320.jpg,Pomegranate_Good,11
resized_images\img_321.jpg,Pomegranate_Good,11
resized_images\img_322.jpg,Pomegranate_Good,11
resized_images\img_323.jpg,Pomegranate_Good,11
resized_images\img_324.jpg,Pomegranate_Good,11
resized_images\img_325.jpg,Pomegranate_Good,11
resized_images\img_326.jpg,Pomegranate_Good,11
resized_images\img_327.jpg,Pomegranate_Good,11
resized_images\img_328.jpg,Pomegranate_Good,11
resized_images\img_329.jpg,Pomegranate_Good,11
resized_images\img_330.jpg,Pomegranate_Good,11
resized_images\img_331.jpg,Pomegranate_Good,11
resized_images\img_332.jpg,Pomegranate_Good,11
resized_images\img_333.jpg,Pomegranate_Good,11
resized_images\img_334.jpg,Pomegranate_Good,11
resized_images\img_335.jpg,Pomegranate_Good,11
resized_images\img_336.jpg,Pomegranate_Good,11
resized_images\img_337.jpg,Pomegranate_Good,11
resized_images\img_338.jpg,Pomegranate_Good,11
resized_images\img_339.jpg,Pomegranate_Good,11
resized_images\img_340.jpg,Pomegranate_Good,11
resized_images\img_341.jpg,Pomegranate_Good,11
resized_images\img_342.jpg,Pomegranate_Good,11
resized_images\img_343.jpg,Pomegranate_Good,11
resized_images\img_344.jpg,Pomegranate_Good,11
resized_images\img_345.jpg,Pomegranate_Good,11
resized_images\img_346.jpg,Pomegranate_Good,11
resized_images\img_347.jpg,Pomegranate_Good,11
resized_images\img_348.jpg,Pomegranate_Good,11
resized_images\img_349.jpg,Pomegranate_Good,11
resized_images\img_350.jpg,Pomegranate_Good,11
resized_images\img_351.jpg,Pomegranate_Good,11
resized_images\img_352.jpg,Pomegranate_Good,11
resized_images\img_353.jpg,Pomegranate_Good,11
resized_images\img_354.jpg,Pomegranate_Good,11
resized_images\img_355.jpg,Pomegranate_Good,11
resized_images\img_356.jpg,Pomegranate_Good,11
resized_images\img_357.jpg,Pomegranate_Good,11
resized_images\img_358.jpg,Pomegranate_Good,11
resized_images\img_359.jpg,Pomegranate_Good,11
resized_images\img_360.jpg,Pomegranate_Good,11
resized_images\img_361.jpg,Pomegranate_Good,11
resized_images\img_362.jpg,Pomegranate_Good,11
resized_images\img_363.jpg,Pomegranate_Good,11
resized_images\img_364.jpg,Pomegranate_Good,11
resized_images\img_365.jpg,Pomegranate_Good,11
resized_images\img_366.jpg,Pomegranate_Good,11
resized_images\img_367.jpg,Pomegranate_Good,11
resized_images\img_368.jpg,Pomegranate_Good,11
resized_images\img_369.jpg,Pomegranate_Good,11
resized_images\img_370.jpg,Pomegranate_Good,11
resized_images\img_371.jpg,Pomegranate_Good,11
resized_images\img_372.jpg,Pomegranate_Good,11
resized_images\img_373.jpg,Pomegranate_Good,11
resized_images\img_374.jpg,Pomegranate_Good,11
resized_images\img_375.jpg,Pomegranate_Good,11
resized_images\img_376.jpg,Pomegranate_Good,11
resized_images\img_377.jpg,Pomegranate_Good,11
resized_images\img_378.jpg,Pomegranate_Good,11
resized_images\img_379.jpg,Pomegranate_Good,11
resized_images\img_380.jpg,Pomegranate_Good,11
resized_images\img_381.jpg,Pomegranate_Good,11
resized_images\img_382.jpg,Pomegranate_Good,11
resized_images\img_383.jpg,Pomegranate_Good,11
resized_images\img_384.jpg,Pomegranate_Good,11
resized_images\img_385.jpg,Pomegranate_Good,11
resized_images\img_386.jpg,Pomegranate_Good,11
resized_images\img_387.jpg,Pomegranate_Good,11
resized_images\img_388.jpg,Pomegranate_Good,11
resized_images\img_389.jpg,Pomegranate_Good,11
resized_images\img_390.jpg,Pomegranate_Good,11
resized_images\img_391.jpg,Pomegranate_Good,11
resized_images\img_392.jpg,Pomegranate_Good,11
resized_images\img_393.jpg,Pomegranate_Good,11
resized_images\img_394.jpg,Pomegranate_Good,11
resized_images\img_395.jpg,Pomegranate_Good,11
resized_images\img_396.jpg,Pomegranate_Good,11
resized_images\img_397.jpg,Pomegranate_Good,11
resized_images\img_398.jpg,Pomegranate_Good,11
resized_images\img_399.jpg,Pomegranate_Good,11
resized_images\img_400.jpg,Pomegranate_Good,11
resized_images\img_401.jpg,Pomegranate_Good,11
resized_images\img_402.jpg,Pomegranate_Good,11
resized_images\img_403.jpg,Pomegranate_Good,11
resized_images\img_404.jpg,Pomegranate_Good,11
resized_images\img_405.jpg,Pomegranate_Good,11
resized_images\img_406.jpg,Pomegranate_Good,11
resized_images\img_407.jpg,Pomegranate_Good,11
resized_images\img_408.jpg,Pomegranate_Good,11
resized_images\img_409.jpg,Pomegranate_Good,11
resized_images\img_410.jpg,Pomegranate_Good,11
resized_images\img_411.jpg,Pomegranate_Good,11
resized_images\img_412.jpg,Pomegranate_Good,11
resized_images\img_413.jpg,Pomegranate_Good,11
resized_images\img_414.jpg,Pomegranate_Good,11
resized_images\img_415.jpg,Pomegranate_Good,11
resized_images\img_416.jpg,Pomegranate_Good,11
resized_images\img_417.jpg,Pomegranate_Good,11
resized_images\img_418.jpg,Pomegranate_Good,11
resized_images\img_419.jpg,Pomegranate_Good,11
resized_images\img_420.jpg,Pomegranate_Good,11
resized_images\img_421.jpg,Pomegranate_Good,11
resized_images\img_422.jpg,Pomegranate_Good,11
resized_images\img_423.jpg,Pomegranate_Good,11
resized_images\img_424.jpg,Pomegranate_Good,11
resized_images\img_425.jpg,Pomegranate_Good,11
resized_images\img_426.jpg,Pomegranate_Good,11
resized_images\img_427.jpg,Pomegranate_Good,11
resized_images\img_428.jpg,Pomegranate_Good,11
resized_images\img_429.jpg,Pomegranate_Good,11
resized_images\img_430.jpg,Pomegranate_Good,11
resized_images\img_431.jpg,Pomegranate_Good,11
resized_images\img_432.jpg,Pomegranate_Good,11
resized_images\img_433.jpg,Pomegranate_Good,11
resized_images\img_434.jpg,Pomegranate_Good,11
resized_images\img_435.jpg,Pomegranate_Good,11
resized_images\img_436.jpg,Pomegranate_Good,11
resized_images\img_437.jpg,Pomegranate_Good,11
resized_images\img_438.jpg,Pomegranate_Good,11
resized_images\img_439.jpg,Pomegranate_Good,11
resized_images\img_440.jpg,Pomegranate_Good,11
resized_images\img_441.jpg,Pomegranate_Good,11
resized_images\img_442.jpg,Pomegranate_Good,11
resized_images\img_443.jpg,Pomegranate_Good,11
resized_images\img_444.jpg,Pomegranate_Good,11
resized_images\img_445.jpg,Pomegranate_Good,11
resized_images\img_446.jpg,Pomegranate_Good,11
resized_images\img_447.jpg,Pomegranate_Good,11
resized_images\img_448.jpg,Pomegranate_Good,11
resized_images\img_449.jpg,Pomegranate_Good,11
resized_images\img_450.jpg,Pomegranate_Good,11
resized_images\img_451.jpg,Pomegranate_Good,11
resized_images\img_452.jpg,Pomegranate_Good,11
resized_images\img_453.jpg,Pomegranate_Good,11
resized_images\img_454.jpg,Pomegranate_Good,11
resized_images\img_455.jpg,Pomegranate_Good,11
resized_images\img_456.jpg,Pomegranate_Good,11
resized_images\img_457.jpg,Pomegranate_Good,11
resized_images\img_458.jpg,Pomegranate_Good,11
resized_images\img_459.jpg,Pomegranate_Good,11
resized_images\img_460.jpg,Pomegranate_Good,11
resized_images\img_461.jpg,Pomegranate_Good,11
resized_images\img_462.jpg,Pomegranate_Good,11
resized_images\img_463.jpg,Pomegranate_Good,11
resized_images\img_464.jpg,Pomegranate_Good,11
resized_images\img_465.jpg,Pomegranate_Good,11
resized_images\img_466.jpg,Pomegranate_Good,11
resized_images\img_467.jpg,Pomegranate_Good,11
resized_images\img_468.jpg,Pomegranate_Good,11
resized_images\img_469.jpg,Pomegranate_Good,11
resized_images\img_470.jpg,Pomegranate_Good,11
resized_images\img_471.jpg,Pomegranate_Good,11
resized_images\img_472.jpg,Pomegranate_Good,11
resized_images\img_473.jpg,Pomegranate_Good,11
resized_images\img_474.jpg,Pomegranate_Good,11
resized_images\img_475.jpg,Pomegranate_Good,11
resized_images\img_476.jpg,Pomegranate_Good,11
resized_images\img_477.jpg,Pomegranate_Good,11
resized_images\img_478.jpg,Pomegranate_Good,11
resized_images\img_479.jpg,Pomegranate_Good,11
resized_images\img_480.jpg,Pomegranate_Good,11
resized_images\img_481.jpg,Pomegranate_Good,11
resized_images\img_482.jpg,Pomegranate_Good,11
resized_images\img_483.jpg,Pomegranate_Good,11
resized_images\img_484.jpg,Pomegranate_Good,11
resized_images\img_485.jpg,Pomegranate_Good,11
resized_images\img_486.jpg,Pomegranate_Good,11
resized_images\img_487.jpg,Pomegranate_Good,11
resized_images\img_488.jpg,Pomegranate_Good,11
resized_images\img_489.jpg,Pomegranate_Good,11
resized_images\img_490.jpg,Pomegranate_Good,11
resized_images\img_491.jpg,Pomegranate_Good,11
resized_images\img_492.jpg,Pomegranate_Good,11
resized_images\img_493.jpg,Pomegranate_Good,11
resized_images\img_494.jpg,Pomegranate_Good,11
resized_images\img_495.jpg,Pomegranate_Good,11
resized_images\img_496.jpg,Pomegranate_Good,11
resized_images\img_497.jpg,Pomegranate_Good,11
resized_images\img_498.jpg,Pomegranate_Good,11
resized_images\img_499.jpg,Pomegranate_Good,11
resized_images\img_500.jpg,Pomegranate_Good,11
resized_images\img_501.jpg,Pomegranate_Good,11
resized_images\img_502.jpg,Pomegranate_Good,11
resized_images\img_503.jpg,Pomegranate_Good,11
resized_images\img_504.jpg,Pomegranate_Good,11
resized_images\img_505.jpg,Pomegranate_Good,11
resized_images\img_506.jpg,Pomegranate_Good,11
resized_images\img_507.jpg,Pomegranate_Good,11
resized_images\img_508.jpg,Pomegranate_Good,11
resized_images\img_509.jpg,Pomegranate_Good,11
resized_images\img_510.jpg,Pomegranate_Good,11
resized_images\img_511.jpg,Pomegranate_Good,11
resized_images\img_512.jpg,Pomegranate_Good,11
resized_images\img_513.jpg,Pomegranate_Good,11
resized_images\img_514.jpg,Pomegranate_Good,11
resized_images\img_515.jpg,Pomegranate_Good,11
resized_images\img_516.jpg,Pomegranate_Good,11
resized_images\img_517.jpg,Pomegranate_Good,11
resized_images\img_518.jpg,Pomegranate_Good,11
resized_images\img_519.jpg,Pomegranate_Good,11
resized_images\img_520.jpg,Pomegranate_Good,11
resized_images\img_521.jpg,Pomegranate_Good,11
resized_images\img_522.jpg,Pomegranate_Good,11
resized_images\img_523.jpg,Pomegranate_Good,11
resized_images\img_524.jpg,Pomegranate_Good,11
resized_images\img_525.jpg,Pomegranate_Good,11
resized_images\img_526.jpg,Pomegranate_Good,11
resized_images\img_527.jpg,Pomegranate_Good,11
resized_images\img_528.jpg,Pomegranate_Good,11
resized_images\img_529.jpg,Pomegranate_Good,11
resized_images\img_530.jpg,Pomegranate_Good,11
resized_images\img_531.jpg,Pomegranate_Good,11
resized_images\img_532.jpg,Pomegranate_Good,11
resized_images\img_533.jpg,Pomegranate_Good,11
resized_images\img_534.jpg,Pomegranate_Good,11
resized_images\img_535.jpg,Pomegranate_Good,11
resized_images\img_536.jpg,Pomegranate_Good,11
resized_images\img_537.jpg,Pomegranate_Good,11
resized_images\img_538.jpg,Pomegranate_Good,11
resized_images\img_539.jpg,Pomegranate_Good,11
resized_images\img_540.jpg,Pomegranate_Good,11
resized_images\img_541.jpg,Pomegranate_Good,11
resized_images\img_542.jpg,Pomegranate_Good,11
resized_images\img_543.jpg,Pomegranate_Good,11
resized_images\img_544.jpg,Pomegranate_Good,11
resized_images\img_545.jpg,Pomegranate_Good,11
resized_images\img_546.jpg,Pomegranate_Good,11
resized_images\img_547.jpg,Pomegranate_Good,11
resized_images\img_548.jpg,Pomegranate_Good,11
resized_images\img_549.jpg,Pomegranate_Good,11
resized_images\img_550.jpg,Pomegranate_Good,11
resized_images\img_551.jpg,Pomegranate_Good,11
resized_images\img_552.jpg,Pomegranate_Good,11
resized_images\img_553.jpg,Pomegranate_Good,11
resized_images\img_554.jpg,Pomegranate_Good,11
resized_images\img_555.jpg,Pomegranate_Good,11
resized_images\img_556.jpg,Pomegranate_Good,11
resized_images\img_557.jpg,Pomegranate_Good,11
resized_images\img_558.jpg,Pomegranate_Good,11
